"id","name","prefix"
"316","American Chemical Society (ACS)","10.29200"
"316","American Chemical Society (ACS)","10.1021"
"316","American Chemical Society (ACS)","10.47287"
"316","American Chemical Society (ACS)","10.26434"
"317","AIP Publishing","10.1063"
"320","Association for Computing Machinery (ACM)","10.14778"
"320","Association for Computing Machinery (ACM)","10.1145"
"324","Ebsco Publishing","10.1033"
"326","Genetics Society of Japan","10.1266"
"327","IM Publications Open LLP","10.1255"
"328","Japan Society of Applied Physics","10.7567"
"328","Japan Society of Applied Physics","10.1143"
"329","International Union of Crystallography (IUCr)","10.1107"
"330","Japanese Circulation Society","10.1253"
"332","Japanese Pharmacological Society","10.1254"
"333","Japan Society for Cell Biology","10.1247"
"334","Japan Society of Histochemistry & Cytochemistry","10.1267"
"335","Japanese Society for Hygiene","10.1265"
"336","Japanese Society of Microbial Ecology","10.1264"
"340","Public Library of Science (PLoS)","10.24196"
"340","Public Library of Science (PLoS)","10.1371"
"341","Proceedings of the National Academy of Sciences","10.1073"
"344","Society for Biotechnology, Japan","10.1263"
"345","Microbiology Society","10.1099"
"349","Japanese Society of Animal Reproduction","10.1262"
"350","Society of Chemical Engineers, Japan","10.1252"
"351","Society for Industrial & Applied Mathematics (SIAM)","10.1137"
"352","EHU Press","10.1387"
"353","Sigma Xi","10.1511"
"357","University of St. Thomas (Project Muse)","10.1492"
"358","Intellect","10.1386"
"360","University of North Carolina Press (Project Muse)","10.1493"
"361","University of Minnesota Press (Project Muse)","10.1494"
"362","Journal of Social History (George Mason University) (Project Muse)","10.1495"
"363","The Americas (Catholic University) (Project Muse)","10.1496"
"364","Music Library Association (Project Muse)","10.1497"
"365","University of Hawaii Press (Project Muse)","10.1498"
"366","Kent State University Press (Project Muse)","10.1499"
"367","University of Nebraska Press (Project Muse)","10.1500"
"369","Wayne State University Press (Project Muse)","10.1502"
"370","Human Factors and Ergonomics Society","10.1518"
"371","Indiana University Press (Project Muse)","10.1490"
"374","Walter de Gruyter GmbH","10.2959"
"374","Walter de Gruyter GmbH","10.30965"
"374","Walter de Gruyter GmbH","10.13109"
"374","Walter de Gruyter GmbH","10.2202"
"374","Walter de Gruyter GmbH","10.18461"
"374","Walter de Gruyter GmbH","10.3920"
"374","Walter de Gruyter GmbH","10.3884"
"374","Walter de Gruyter GmbH","10.2478"
"374","Walter de Gruyter GmbH","10.7767"
"374","Walter de Gruyter GmbH","10.1524"
"374","Walter de Gruyter GmbH","10.52004"
"374","Walter de Gruyter GmbH","10.1515"
"374","Walter de Gruyter GmbH","10.14432"
"374","Walter de Gruyter GmbH","10.14220"
"374","Walter de Gruyter GmbH","10.7788"
"374","Walter de Gruyter GmbH","10.36144"
"374","Walter de Gruyter GmbH","10.1163"
"374","Walter de Gruyter GmbH","10.22434"
"375","Indiana University Mathematics Journal","10.1512"
"376","American Leprosy Missions","10.1489"
"377","Guilford Publications","10.1521"
"378","Inderscience Publishers","10.1504"
"379","American Marketing Association (AMA)","10.1509"
"381","ASTM International","10.1520"
"382","CMA Impact Inc.","10.9778"
"382","CMA Impact Inc.","10.1503"
"384","Commonwealth Forestry Association","10.1505"
"385","International Society of Cytology","10.1508"
"386","Japan Endocrine Society","10.1507"
"387","George Washington University Institute for Ethnographic Research (Project Muse)","10.1491"
"390","Surface Analysis Society of Japan","10.1384"
"393","Society for Neuroscience","10.1523"
"404","BioOne","10.31931"
"404","BioOne","10.1199"
"404","BioOne","10.7872"
"404","BioOne","10.12952"
"404","BioOne","10.1669"
"408","University of California Press","10.2483"
"408","University of California Press","10.1333"
"408","University of California Press","10.2191"
"408","University of California Press","10.1525"
"410","Japanese Society for Artificial Intelligence","10.1527"
"412","Carden Jennings Publishing Co.","10.1532"
"416","Bioscientifica","10.1530"
"416","Bioscientifica","10.1677"
"417","American Academy of Pediatrics (AAP)","10.1542"
"418","Osterreichische Akademie der Wissenschaften, Verlag","10.1553"
"419","Intel","10.1535"
"420","Academy of Traumatology","10.1528"
"421","The Society for the Study of Evolution","10.1554"
"422","Institute of Electrical Engineers of Japan (IEE Japan)","10.1541"
"424","Mars Informatics","10.1555"
"425","Akademiai Kiado Zrt.","10.1556"
"426","Equinox Publishing","10.11139"
"426","Equinox Publishing","10.1558"
"428","Laser Pages Publishing Ltd.","10.1560"
"429","Cartography and Geographic Information Society (CaGIS)","10.1559"
"430","American Society for Photobiology","10.1562"
"432","Now Publishers","10.1561"
"433","Research Information Ltd.","10.1564"
"434","American Academy of Implant Dentistry","10.1563"
"435","Japan Society of Smooth Muscle Research","10.1540"
"436","Japan Society for Occupational Health","10.1539"
"437","International Heart Journal (Japanese Heart Journal)","10.1536"
"438","Anthropological Society of Nippon","10.1537"
"439","Japanese Association for Laboratory Animal Science","10.1538"
"440","Royal College of Obstetricians & Gynaecologists (RCOG)","10.1576"
"460","American Fisheries Society","10.1577"
"460","American Fisheries Society","10.47886"
"524","Japan Society of Plasma Science and Nuclear Fusion Research","10.1585"
"525","Pesticide Science Society of Japan","10.1584"
"526","Aquatic Mammals Journal","10.1578"
"527","International Society of Endovascular Specialists","10.1583"
"530","FapUNIFESP (SciELO)","10.7476"
"530","FapUNIFESP (SciELO)","10.21800"
"530","FapUNIFESP (SciELO)","10.1590"
"530","FapUNIFESP (SciELO)","10.21762"
"531","Pearblossom Private School","10.1588"
"532","Institute of Electronics, Information and Communications Engineers (IEICE)","10.1587"
"533","Society of Physical Therapy Science","10.1589"
"535","Competence Network Pediatric Oncology & Hematology","10.1591"
"536","Neoplasia Press","10.1593"
"538","Johnson Matthey Plc","10.1595"
"558","World Bank","10.1596"
"558","World Bank","10.19147"
"559","International Reading Association","10.1598"
"560","American Cleft Palate Association","10.1597"
"574","Korean Institute of Science and Technology Information (KISTI)","10.1633"
"575","American Society of Plant Taxonomists","10.1600"
"576","Society for the Study of Reproduction","10.1095"
"577","Milbank Memorial Fund","10.1599"
"597","Entomological Society of America (BioOne)","10.1603"
"612","Weed Science Society","10.1614"
"613","Begell House","10.1615"
"621","Atypon","10.2211"
"622","Tohoku University Medical Press","10.1620"
"623","Division of Functional Equations, The Mathematical Society of Japan (JST)","10.1619"
"624","Japanese Society of Human-Environment System","10.1618"
"625","Signaling Pathways Project","10.1621"
"629","Mohr Siebeck","10.1628"
"630","Japan Petroleum Institute","10.1627"
"631","Japanese Society for Complementary & Alternative Medicine","10.1625"
"632","Crop Science Society of Japan","10.1626"
"633","Lamaze International","10.1624"
"634","Modern Language Association (MLA)","10.1632"
"635","Zhejiang University Press","10.1631"
"638","Alphamed Press","10.5966"
"681","Society for Endocrinology","10.1677"
"682","Society of Rheology Japan","10.1678"
"683","International Society of Histology & Cytology","10.1679"
"735","Thomas Telford Ltd.","10.1680"
"736","American Society of Nephrology (ASN)","10.70093"
"736","American Society of Nephrology (ASN)","10.62716"
"736","American Society of Nephrology (ASN)","10.58483"
"737","Journal of Rehabilitation Research & Development","10.1682"
"739","British Institute of Non-Destructive Testing (BINDT)","10.1784"
"790","Seismological Society of America (SSA)","10.1785"
"793","Springer Publishing Company","10.20467"
"793","Springer Publishing Company","10.1891"
"818","Conservation International","10.1896"
"827","Society for the Experimental Analysis of Behavior","10.1901"
"828","American Academy of Periodontology (AAP)","10.1902"
"843","Monash University Publishing","10.2104"
"844","American Public Health Association","10.2105"
"846","Ceramic Society of Japan","10.2109"
"847","Confederacion Academica Nipona, Espanola y Latinoamericana","10.2107"
"848","Zoological Society of Japan","10.2108"
"859","GeoScienceWorld","10.2113"
"860","Society for Sedimentary Geology","10.2110"
"860","Society for Sedimentary Geology","10.5724"
"861","Society of Petroleum Engineers (SPE)","10.4043"
"861","Society of Petroleum Engineers (SPE)","10.7122"
"861","Society of Petroleum Engineers (SPE)","10.2523"
"861","Society of Petroleum Engineers (SPE)","10.2118"
"862","The Feinstein Institute for Medical Research (North Shore LIJ Research Institute)","10.15424"
"862","The Feinstein Institute for Medical Research (North Shore LIJ Research Institute)","10.2119"
"863","Japan Society of Physiological Anthropology","10.2114"
"864","Society of Fiber Science and Technology Japan","10.2115"
"865","Psychologia Society","10.2117"
"866","Japan Society for Analytical Chemistry","10.2116"
"894","American Society of Health-System Pharmacists","10.37573"
"896","Peeters Publishers","10.30986"
